,FedProt,Fisher,Stouffer,REM,RankProd
1,4.47039402136623e-15,0.07816545710912402,0.3099522685701038,0.1816358289155754,0.34193274506177207
2,4.547372377081642e-15,0.08160711786991846,0.2982434713119385,0.21562779102803467,0.34775494035180693
3,4.6884705283058464e-15,0.11246086754836145,0.34323811202118726,0.23371732664402653,0.35700000488999595
4,3.789384819615592e-15,0.07377021242980496,0.17108684325187565,0.19689838897504294,0.3367861265290684
5,3.9766942092931944e-15,0.07036519184467485,0.28350475985274387,0.19807191436918117,0.3390765995793587
6,3.761348690187794e-15,0.07312124238564952,0.3209391843089592,0.18920602955977617,0.3378395731145991
7,3.493063320294648e-15,0.056859054751389734,0.1645228690387936,0.16162753085470233,0.31547510068578405
8,4.656509086864162e-15,0.07018792424988818,0.29587184614992484,0.19914216208391397,0.33666034308267023
9,4.5349364278582325e-15,0.07103136248777905,0.3216721589152615,0.20082324185755146,0.35603841985450146
10,4.363290388529691e-15,0.0871335657107095,0.31362195800314085,0.19576912495367588,0.3541968794159937
11,4.7218220417335655e-15,0.07919143799444463,0.31456494709117,0.18725924199954064,0.35458805815864813
12,4.990992381878268e-15,0.06691376933153245,0.1586918383788004,0.1723229526159463,0.3215376289599827
13,3.869181423953717e-15,0.07945172663177298,0.3044992818319516,0.21130791826154727,0.35145352355294535
14,4.263075379329501e-15,0.08521056086835417,0.19221548727084178,0.22292148988022406,0.3552701572241525
15,3.957104737256284e-15,0.07335153020947131,0.28338340870555356,0.19646545369877774,0.3228445779596029
16,3.7448702753761995e-15,0.08463246370842407,0.2965179286132018,0.21364674059387043,0.34203437950618265
17,4.643459653781988e-15,0.08872495208013288,0.18914716023227707,0.1866745852853162,0.35083922085105446
18,4.410893176514256e-15,0.08914847695875433,0.314608691633897,0.198544484758352,0.3627754996477559
19,4.511174094388822e-15,0.07098803573428371,0.31069570755499976,0.21243056082440218,0.3484274973336317
20,4.486644629924475e-15,0.05546839742112074,0.286788290864425,0.15473642475113475,0.3202679968202199
21,5.2598951809433595e-15,0.08304856182697891,0.18302073271099487,0.19692444013372104,0.3498172405407818
22,4.288653493983879e-15,0.08658966432935711,0.29605304959051204,0.18495797233407077,0.35225868245783304
23,5.402823556588133e-15,0.06878184699203625,0.3088481369863425,0.16753374174281954,0.33951647544604296
24,4.964319473493806e-15,0.07039906459518869,0.16987744715835698,0.18034770985012108,0.3415853778544796
25,4.863273317441037e-15,0.09762398933834023,0.19413522190720653,0.22219288684025942,0.37541117749628283
26,3.903573557615652e-15,0.05937769561077679,0.1685402340171657,0.1879444312907481,0.333658271966816
27,5.240788838271121e-15,0.08192751204016904,0.3315752380631079,0.19871109507868695,0.3604673287794353
28,4.599201761509724e-15,0.07338395616005998,0.3074724233351032,0.17395302269476617,0.3485282354093301
29,5.11820593368052e-15,0.09677649536090917,0.20525342291145818,0.22816303625640597,0.38432990135672046
30,4.6540893117615035e-15,0.06351415643825807,0.16607108495627315,0.1619137585333707,0.3375459180600767
31,3.9800119341478285e-15,0.07646794030426006,0.31447193925847206,0.1718305052219046,0.34536660106437483
32,4.370851335753286e-15,0.08643354672457396,0.34768550571932566,0.21914692216882603,0.37678030332556645
33,4.427229472945998e-15,0.08236945251438377,0.2979957265061703,0.1815686743253664,0.34657187944540047
34,5.127380880145908e-15,0.07813937079621781,0.3381578721489684,0.22398467440348824,0.36586025747825573
35,4.120452297232387e-15,0.08234476464401483,0.2971312306534618,0.195133293869817,0.3432824960764377
36,4.9448758497839964e-15,0.08719761023312328,0.31741687497748383,0.19666479025589215,0.35880007299493255
37,3.760109300686021e-15,0.07383127501123775,0.2856785756432488,0.17156579053066068,0.33313068535263574
38,5.522535859616931e-15,0.08991118374285813,0.3422289206264776,0.210500898378334,0.3798396133035879
39,3.957349465707819e-15,0.08114338415671524,0.16638975796032,0.19644281136775588,0.334968757468426
40,4.634305743949665e-15,0.07917041836009012,0.3442582423530199,0.18489400877110557,0.36592431699908173
41,3.7883552215486026e-15,0.07296403764905751,0.28793925880580074,0.1680822123938038,0.3287308067402759
42,3.8657958980165676e-15,0.063074051840779,0.2834519166084515,0.19570411742851845,0.3290076486424352
43,4.002962467508794e-15,0.08634328690726269,0.3290935570471108,0.19803548428658263,0.3508688137033765
44,4.953569565465236e-15,0.09087341760634776,0.32911353506649377,0.20492842349020143,0.3612832705314407
45,4.181624977629758e-15,0.08297988527959169,0.3149487354111253,0.20872788892263366,0.3576675977380808
46,5.044701639448678e-15,0.07912813382596605,0.33407762422056675,0.1906160022106365,0.3593435854682612
47,4.008246888709675e-15,0.07657841061292123,0.3185857772277644,0.19730113284525325,0.35732066746751734
48,4.1802522790511696e-15,0.06615796132134617,0.3030675672911654,0.1791369017040078,0.33023677063677226
49,4.251373668602517e-15,0.0749675406768831,0.31053659767542935,0.17460653258188505,0.3424767332868504
50,4.8831228368274734e-15,0.07643239137204551,0.3110432079984829,0.1984082711622651,0.3572489761876233
